sentence,type
y/w  :-) ,Statement
!light up cos i want to appear like so cool,System
.ACTION graciously lights 11-09-20sUser89's cigarette.,System
PART,System
i am now  happpy i  been  good  ,Statement
hi,Greet
JOIN,System
excellent,Statement
Look guys if u are going to pm me be nice not a jerk or pervert ok period...........,Statement
where are you from ms. 11-09-20sUser156?,whQuestion
i am like so good,Statement
PART,System
yepper s ,ynQuestion
oklahoma ,Statement
11-09-20sUser156 can i ask you a few questions,ynQuestion
JOIN,System
home of the sooners,Statement
ok I really do want to know how a 11-09-20sUser129 is a female and how does the nick abide by talkcitys rules?,whQuestion
!hug 11-09-20sUser168,System
.ACTION watches 11-09-20sUser89 hug the stuffin' outta 11-09-20sUser168....,System
callifornia here but im in hawaii,Statement
!kiss 11-09-20sUser168,System
.ACTION watches 11-09-20sUser89 kiss 11-09-20sUser168's big toe..,System
@$$  right  ,Accept
yes 11-09-20sUser34 If I dont know the answers I will make one up,Statement
HELLO PEOPLE,Greet
!seduce 11-09-20sUser168,System
PART,System
cool,Statement
i am going to hawaii tommorrow,Statement
PART,System
JOIN,System
awesome 11-09-20sUser40,Statement
JOIN,System
hi 11-09-20sUser170,Greet
whats up guys,whQuestion
PART,System
PART,System
PART,System
question number 1: do you like to play with Dolls,ynQuestion
awesomes! which island?,whQuestion
 HELLO ROOM,Greet
not much u 11-09-20sUser170,whQuestion
JOIN,System
the moon is up,Statement
JOIN,System
only blowup dolls,Statement
JOIN,System
nice pick up 11-09-20sUser156 i've been wondering that when he/she first came in,Statement
lol 11-09-20sUser156,Emotion
what r u guys doing ,whQuestion
hi guts,Greet
chatting,Statement
guys,Clarify
not bay ones 11-09-20sUser156,Reject
lol,Emotion
hey 11-09-20sUser175,Greet
chattingsmoking,Statement
Oy! I'm so hungry!,Emphasis
baby*,Statement
no 11-09-20sUser34,Accept
flirting,Statement
PART,System
downloading,Statement
ok,Accept
Let's try this again one more guy pms me and is a jerk or pervert u are getting ignored period. ok don't like it then don't pm me,Statement
hi 11-09-20sUser156,Greet
feeds 11-09-20sUser144,Statement
!smooch 11-09-20sUser89,System
".ACTION walks up to 11-09-20sUser89, runs their fingers thru the back of 11-09-20sUser89's hair, closes their eyes, and gently kisses 11-09-20sUser89 on the neck, Compliments of 11-09-20sUser168!.",System
drinking beer b4 heading out,Statement
JOIN,System
o0,Emotion
Thanks 11-09-20sUser156 baby!,Statement
11-09-20sUser156 question number 2: am i annoying you yet?,ynQuestion
PART,System
;),Emotion
JOIN,System
PART,System
i love being kissed on my neck,Statement
no youre not 11-09-20sUser34,nAnswer
JOIN,System
do  your boobs  hang  low  do they  ,ynQuestion
anytime 11-09-20sUser144,Statement
PART,System
(__I__) just for you 11-09-20sUser89,Statement
o0,Emotion
.ACTION watches CSI.,System
JOIN,System
11-09-20sUser175 is pretty,Statement
11-09-20sUser168 flashed me,Statement
which island are u headed to 11-09-20sUser40?,whQuestion
ok question number 3 ..How big is yr dik?  lol not really...... ar you married ,ynQuestion
( o Y o ),Statement
no divorced and it is small,nAnswer
lol,Emotion
again for you 11-09-20sUser89,Statement
double o0,Emotion
0o,Emotion
0o,Emotion
woohoo 11-09-20sUser168 nice,Statement
.ACTION takes a bow.,System
aloha to all!,Greet
11-09-20sUser156 ..question number 4: do you give up,Statement
!seen cool1024,System
I've never seen: cool1024.,System
any girls wanna chat PM me,Statement
anybody here know how to play heartbreaker on the electric guitar?,ynQuestion
*breaks out a case up rum soaked pineapples*,Statement
this morning when i was going to work i heard that my boss died so went in to work and told my coworkers that he died in a car wrek and nobody belive me ,Statement
".ACTION applaudes whilst shouting ''encore, encore''.",System
yes I give p I told you I suck at guessing,yAnswer
hi all,Greet
i told you sucking is a goodthing,Statement
PART,System
haha,Emotion
lol,Emotion
lol,Emotion
mornign people,Greet
11-09-20sUser34 you dirrrrty girl,Statement
JOIN,System
morning 11-09-20sUser87,Greet
innit?,whQuestion
NICK :11-09-20sUser87,System
mornin 11-09-20sUser87 but its night,Greet
lol,Emotion
aloha 11-09-20sUser87,Greet
PART,System
morning 11-09-20sUser87,Greet
pfft i just got up .. its morning,Statement
yes it night!!!!,Accept
aloha,Greet
morning,Greet
ciao,Greet
hello eskimo woman,Greet
whatever else it is to you people,Statement
lol im not eskimo,Reject
Lol 11-09-20sUser87,Emotion
lol,Emotion
ANY ONE WANNA CHAT WITH A 23 FEMALE FROM VIRGINIA IM SINGLEEEEEEEE,ynQuestion
cold tho,Statement
i know but i just get a cheap thrill from teasing,Statement
still morning here so morning 11-09-20sUser87!!,Greet
duh,Statement
JOIN,System
.wz 99703,System
" .Fort Wainwright, Alaska. -- 3.  2:55 PM AKST",System
 .Temp.  -6F/-21C    .Humidity:. 85%    ,System
morning,Greet
gotta get my kicks where i can,Statement
aloha 11-09-20sUser12,Greet
wow it got warm,Statement
soory,Statement
hi 11-09-20sUser12,Greet
PART,System
i know 11-09-20sUser89,Statement
it got warm?,whQuestion
.ACTION kicks 11-09-20sUser89 there you go sweet heart.,System
ok,Accept
.wz 92129,System
" .San Diego, California. -- 4.  4:03 PM PST",System
 .Temp. 73%    ,System
-17 is warm???,ynQuestion
lol,Emotion
h 11-09-40sUser17,Greet
11-09-40sUser4.. ya need some root b gone or something?,ynQuestion
11-09-40sUser11,Statement
hi 11-09-40sUser3,Greet
had mine declawed and fixed at the same time......poor cat didn't move for a month,Statement
root b gone?,whQuestion
awwwwww,Emotion
would never declaw a cat,Statement
poor thing,Statement
what am I missing 11-09-40sUser18?,whQuestion
PART,System
hiy 11-09-40sUser17,Greet
".ACTION is fixed, but still have my claws.",System
11-09-40sUser18 .. or 11-09-40sUser18?,Statement
t/c all  laters,Bye
hi 11-09-40sUser19:),Greet
if the cat was strickly indoor .. i think I would ,Statement
hey......she never goes outside,Statement
lol 11-09-40sUser8,Emotion
JOIN,System
you wear them long 11-09-40sUser8?,ynQuestion
PART,System
"mine has his claws, we have foxes here once in a while!",Emphasis
hi all ,Greet
hi 11-09-40sUser32,Greet
sowwy 11-09-40sUser4.. i dont remember now,Statement
she's scared to death to go out,Statement
hi 11-09-40sUser11,Greet
(((((11-09-40sUser32))))) hiya,Greet
keep them sharp on the furniture 11-09-40sUser19 ;),Statement
11-09-40sUser18 hi,Greet
i would b too 11-09-40sUser22,Statement
sleeps under my covers,Statement
but not when I'm there....lol,Continuer
but seeing as i have all my claws.. i go where i wanna,Continuer
PART,System
11-09-40sUser18!!!!!!!!!!!!!!!!!!!!!!!!!!!!   well thanks a lot ... Now you've given me a complex,Emphasis
hah 11-09-40sUser18,Emotion
hmmm 11-09-40sUser22,Statement
hmmmmmmmmmm,Statement
lol 11-09-40sUser18,Emotion
hahahaa 11-09-40sUser18,Emotion
"well i tried to scroll, 11-09-40sUser4.. sorry",Statement
PART,System
11-09-40sUser0,Statement
<makes note ... 11-09-40sUser18 has all her claws>,Statement
oh,Statement
11-09-40sUser18.....that could either be scary or a heck of a lot of fun ;),Statement
winks 11-09-40sUser30,Statement
noted 11-09-40sUser30 heheh,Statement
ya think 11-09-40sUser22???,ynQuestion
PART,System
heck yes,yAnswer
giggles,Emotion
lol,Emotion
PART,System
scrollin' ....scrollin'.....scrollin'................keep them words a rollin'........................CHATHIDE!!!!!!!!!!!!!!!!!!!!!!,Emphasis
ahhh// pain pills r working,Statement
as if you didn't know,Statement
laffs,Emotion
lmao 11-09-40sUser18,Emotion
hahaha 11-09-40sUser4,Emotion
JOIN,System
JOIN,System
wb 11-09-40sUser7,Greet
wb 11-09-40sUser7,Greet
wb 11-09-40sUser7,Greet
wb 11-09-40sUser7,Greet
11-09-40sUser33,Statement
hiya 11-09-40sUser33,Greet
wb 11-09-40sUser7,Greet
hi 11-09-40sUser33,Greet
.ACTION lets cat chat .,System
hi 11-09-40sUser19,Greet
good for a laugh eh 11-09-40sUser18:),Statement
hi ya 11-09-40sUser33,Greet
hey 11-09-40sUser18,Greet
brb .. need a pop,Bye
PART,System
cuteness back,Statement
"thanks , 11-09-40sUser19 , 11-09-40sUser18 , 11-09-40sUser30 , 11-09-40sUser11  ..  Hi 11-09-40sUser33  !",Statement
hiya 11-09-40sUser22 yoder,Greet
hey 11-09-40sUser11,Greet
lol,Emotion
hiya 11-09-40sUser7,Greet
wb 11-09-40sUser7 darlin,Greet
hi 11-09-40sUser8,Greet
thanks 11-09-40sUser8 ,Statement
I should change my name,Statement
hiya 11-09-40sUser33,Greet
has to color her hair tomorrow.. meant to do it today,Statement
"it was cute..BUT now I got that tune""rolling rolling rolling....stuck in my head...sigh",Statement
brb,Bye
what color 11-09-40sUser18?,whQuestion
PART,System
hb 11-09-40sUser4,Bye
JOIN,System
"light golden brown, 11-09-40sUser22",Statement
Hi 11-09-40sUser34 ,Greet
11-09-40sUser34,Statement
would like to git a purple color weave,Statement
hi 11-09-40sUser34,Greet
mmmmmmmmmm,Statement
hiya 11-09-40sUser34,Greet
hiya 11-09-40sUser34,Greet
.ACTION pictures the blues brothers behind that chicken wire screen.,System
(((((((((( 11-09-40sUser34 ))))))))))))),Emotion
Hi 11-09-40sUser7.........how are you????,whQuestion
hi 11-09-40sUser33,Greet
back,Statement
Hi 11-09-40sUser19,Greet
11-09-40sUser34  ok here .. how have  you been ?,whQuestion
Hi 11-09-40sUser11,Greet
<burp>,Statement
hiya 11-09-40sUser34,Greet
oops,Statement
Hi 11-09-40sUser33,Greet
hey 11-09-40sUser15,Greet
scusezzy 11-09-40sUser30?,whQuestion
would give 5 dollars for just 5 min inside 11-09-40sUser8s mind,Statement
11-09-40sUser18....is that the natural color?,ynQuestion
wb 11-09-40sUser30,Greet
yes 11-09-40sUser22,yAnswer
lmao 11-09-40sUser18,Emotion
lol,Emotion
doing ok 11-09-40sUser7.....ty good to see you ,Statement
snow outside and cold soda inside .. what's wrong with this picture?,whQuestion
winks 11-09-40sUser8,Statement
you too 11-09-40sUser34  :-),Statement
minus the gray?,ynQuestion
ducking,Statement
Hi 11-09-40sUser34,Greet
Hi 11-09-40sUser31,Greet
"omg 11-09-40sUser18, laughing my ass off here",Statement
Hi 11-09-40sUser33,Greet
"tlak bout an Eticket ride, 11-09-40sUser8",Statement
.ACTION hands 11-09-40sUser30 some hot chocolate.,System
Hi 11-09-40sUser31,Greet
giggles,Statement
hehehehe,Emotion
Hi ((((((((11-09-40sUser18)))))))),Greet
hey 11-09-40sUser30,Greet
Hi 11-09-40sUser8,Greet
some people dont realize what they say and how it affects others,Statement
t/y 11-09-40sUser7 :-) ,Statement
JOIN,System
11-09-40sUser35,Statement
Hi 11-09-40sUser35 ,Greet
uh oh,Statement
ahem .. 11-09-40sUser34?,ynQuestion
Hi 11-09-40sUser30,Greet
hiya 11-09-40sUser35.. ltnc,Greet
hi ya 11-09-40sUser35,Greet
:),Emotion
hi 11-09-40sUser35,Greet
im just glad mothers day is over with today,Statement
hi 11-09-40sUser19,Greet
hi 11-09-40sUser7,Greet
11-09-40sUser19!!,Emphasis
h 11-09-40sUser18,Greet
.ACTION doesnt take comments in chat too seriously .,System
"today, 11-09-40sUser31?",ynQuestion
11-09-40sUser30!!!!!!!!!!!!!!!!!!!!!!,Emphasis
hi 11-09-40sUser11,Greet
lol,Emotion
11-09-40sUser35.. im 11-09-40sUser18 wasMsUtah,Statement
hi 11-09-40sUser33,Greet
PART,System
JOIN,System
11-09-40sUser30 11-09-40sUser30 11-09-40sUser30 of the jungle,Statement
yes 11-09-40sUser30?????,whQuestion
yep..today is my payday...and thats mothers day..this mother gets this ..that mother gets that and all the other mothers get the rest,yAnswer
I thought all those k's would result in a ###,Statement
PART,System
JOIN,System
s'ok 11-09-40sUser22.. winks,Statement
haha 11-09-40sUser31 ,Emotion
omg 11-09-40sUser31.......you have a list of mothas,Statement
!Whisper,System
.ACTION Whispering Reminder: First ask in the room before whispering a chatter - unless the person has already ok'd the PM ~ Thanks..,System
just sayn hello 11-09-40sUser34,Statement
whewwwwww......thought I was going to the corner,Statement
PART,System
sure do...lol,Accept
laffs at 11-09-40sUser31,Statement
"yep chattin outta be fun ,some folks take it too seriously 11-09-40sUser7",Accept
oh sorry 11-09-40sUser30......Hi.......how are u?????,whQuestion
Hi 11-09-40sUser33,Greet
would you take a dirty sock seriously here 11-09-40sUser7?,ynQuestion
11-09-40sUser33  yep ..,Accept
hey 11-09-40sUser34,Greet
nevah evah would i take this serious,Statement
I am cold but good thanks .. how are you?,whQuestion
i about wrecked the bike this afternoon..was coming down the hill went to stop and hit an oil slick,Statement
PART,System
.ACTION looks at 11-09-40sUser3 .,System
omg 11-09-40sUser31,Emotion
i bet its cold where 11-09-40sUser34 is,Statement
yeah...i was doing the aligator walk believe that,Statement
is it crusty too ?,ynQuestion
??,whQuestion
.ACTION tosses 11-09-40sUser7 one his sox*.,System
lol,Emotion
only place i wanna c crust is on a pie,Statement
"omg whats crusty 11-09-40sUser7, lol",whQuestion
minus a lot here ... and snowy,Statement
pie 11-09-40sUser18?,ynQuestion
lol,Emotion
11-09-40sUser19  the sock ..,Statement
lol,Emotion
ohwa. lol,Emotion
"pumpkin, 11-09-40sUser19",Statement
ewwww caca,Statement
you know .. men and their  crusty socks ,Statement
JOIN,System
dont know any 11-09-40sUser7.. tyvm,Statement
hi 11-09-40sUser37,Greet
hi ya 11-09-40sUser37,Greet
oh and underwear,Statement
11-09-40sUser37,Statement
mines not crusty...but they do stans on their own,Statement
11-09-40sUser7....only when we wear them for a week at a time,Statement
hi 11-09-40sUser11 ,Greet
stand,Clarify
lol 11-09-40sUser18 ,Emotion
hi 11-09-40sUser18,Greet
lol ,Emotion
hey 11-09-40sUser33,Greet
crusty da clown,Statement
.ACTION wears white socks ... and I change them every day whether or not they need changing.,System
luvs pumpkin pie with whuuped cream,Statement
mmmmmm 11-09-40sUser18,Statement
man i havent had pumpkin pie in a long time,Statement
i want some,Statement
11-09-40sUser18......have you had pumpkin ice cream?,ynQuestion
mmmmmmmmmm 11-09-40sUser18 with whipped creme?,ynQuestion
legpain,Statement
.ACTION like wuuppin cream.,System
I used to make pumpkin bagels,Statement
PART,System
no 11-09-40sUser22.. figure i dont need to learn any new items to love,nAnswer
omg 11-09-40sUser30 yummy,Emotion
lol,Emotion
they were yummy,Statement
yep.. whupped 11-09-40sUser8,yAnswer
PART,System
I have a basket of socks .. you know the missing sock ,Statement
lol,Emotion
 the dreaded missing sock basket,Statement
i might  have yours 11-09-40sUser7..i always have extras,Emotion
haven't been buying pumpkins recently .. too much prep after halloween is done,Statement
when youve given up  hope and toss the one sock . the other always appears,Statement
"when i find an ""estra"" sock.. the cat or dog gets it as a toy",Statement
11-09-40sUser7.....send them here....I'll wear them,Statement
JOIN,System
lol 11-09-40sUser31  ,Emotion
hell..i just found out about that Downy ball...,Statement
maybe I could make some from canned pumpkin,Statement
what an invention,Statement
um,Statement
lol 11-09-40sUser31,Emotion
my husband asked .. how does that happen .. 2 go in the wash .. one comes out of the dryer .....,Statement
JOIN,System
laffs 11-09-40sUser31,Emotion
now i'm hungry,Statement
I will e-mail you a pumpkin bagel 11-09-40sUser19,Statement
dont know how it works..but it does,Statement
lol,Emotion
hate to tell y'all how long its been since i used fabric softener,Statement
PART,System
.ACTION wonders if they sell the mising socks @ pet stores.,System
laundry trolls steal them 11-09-40sUser7,Statement
anyone from cnnecticut!?,ynQuestion
11-09-40sUser8  lol yep ,Accept
Hi 11-09-40sUser15,Greet
Hi 11-09-40sUser39,Greet
almost 11-09-40sUser39.. u there?,ynQuestion
hi 11-09-40sUser34 \,Greet
I am sure someone is from CT,Statement
fabric softner can cause rashes . and allergies ,Statement
you know when you do you own laundry when you go out and your back itches and you pull out a fabric sheet,Statement
Ct ?? huh ??? wheres that ,whQuestion
Connecticutt,Statement
JOIN,System
lol,Emotion
lives closes to CT........lol,Statement
hi 11-09-40sUser40,Greet
new england usa?,ynQuestion
11-09-40sUser7.. it adds wax to ur clothes.. u think cottons breathe?.. not with wax in them.. also they collect dirt then,Statement
sneezed my head off at that new lavendar snuggles,Statement
hi,Greet
on the border of CT in RI,Statement
hi 11-09-40sUser40,Greet
i buy the natural,Statement
did ya 11-09-40sUser7?,ynQuestion
11-09-40sUser18  and they are bad for your  dryer   vent,Statement
.ACTION wears 100% cotton ... nm.,System
true 11-09-40sUser7,yAnswer
hi 11-09-40sUser21,Greet
tighty whiteys,Statement
hi 11-09-40sUser34,Greet
just never use fabric softener,Statement
have to,Statement
my exwife used to have me buy that femine stuff when i went to the store..never knew what flavor to get,Statement
specially ur towels,Statement
lol 11-09-40sUser31,Emotion
<whistles>,Statement
11-09-40sUser34  ,Statement
11-09-40sUser39  I live in Ct .. and no I dont want to have an affair ,Statement
u drank it 11-09-40sUser31??,ynQuestion
spring mountain or something,Statement
laffs 11-09-40sUser30,Emotion
lol 11-09-40sUser31.........flavors????????,ynQuestion
haha 11-09-40sUser7,Emotion
:-),Emotion
lol,Emotion
felt like jerimiah johnson,Statement
lol 11-09-40sUser7,Emotion
me/ checks out 11-09-40sUser7s pic,Statement
JOIN,System
PART,System
11-09-40sUser41,Statement
Hi 11-09-40sUser41,Greet
ur gettin pretty savvy there 11-09-40sUser39,ynQuestion
ahhh ....bummer ;-(,Emotion
11-09-40sUser41,Statement
JOIN,System
hi 11-09-40sUser41,Greet
HI 11-09-40sUser19 and 11-09-40sUser34,Greet
dyslexic 11-09-40sUser39?,ynQuestion
11-09-40sUser42,Statement
wb 11-09-40sUser42,Greet
11-09-40sUser39  wait ..  how much you make a  year ?,whQuestion
JOIN,System
"like you'd have a chance 11-09-40sUser39, lol",Statement
Hi 11-09-40sUser42,Greet
Hi 11-09-40sUser42,Greet
hi 11-09-40sUser43,Greet
LMAO 11-09-40sUser7,Emotion
PART,System
"get the nitty gritty, 11-09-40sUser7",Statement
hi 11-09-40sUser43,Greet
its not what you makeit is how you makeit,Statement
you have to make more than I can spend !,Emphasis
"well folks i think i hear the bikes coming..time to ride..take care...have a great night..talk soon..stay safe, kiss your kids and pet your dogs...later gator",Bye
Bye 11-09-40sUser31  !!,Bye
tc 11-09-40sUser31,Bye
buh bye,Bye
PART,System
have to politely disagree with u 11-09-40sUser39 and say bull,Reject
is there a time limit on the making and the spending 11-09-40sUser7?,ynQuestion
11-09-40sUser41 you just brightened up my life with your pic!,Emphasis
and how do you make it 11-09-40sUser39??????? lol,whQuestion
blech 11-09-40sUser39,Emotion
dear lord my son is almost 19 and having hissy fits over xbox live ,Statement
11-09-40sUser30  hmm,Statement
JOIN,System
laffs 11-09-40sUser7,Emotion
hi,Greet
oh well,Statement
Hi 11-09-40sUser44,Greet
11-09-40sUser43,Statement
evening 11-09-40sUser44,Greet
hi 11-09-40sUser44,Greet
men don't have hissy fits,Reject
nice try pal,Statement
caiuse I could work for 10 yrs and you spend it in a week ... see what I mean?,Statement
PART,System
11-09-40sUser39  .. where in Ct are you from ?,whQuestion
brb,Bye
11-09-40sUser30  a week .. heck a day ,Statement
"and ur problem there, 11-09-40sUser30???",whQuestion
Hi 11-09-40sUser34,Greet
hartford so what town are we not having an affari in!??,whQuestion
11-09-40sUser39  im right near Foxwoods,Statement
lol 11-09-40sUser18,Emotion
^ 11-09-40sUser7,Statement
"is out on the other coast, 11-09-40sUser39",Statement
Hi 11-09-40sUser15,Greet
"if he cant get a pro 11-09-40sUser7, why bother",whQuestion
and a real woman never asks,Continuer
been there plenaty of times,Statement
same there for me 11-09-40sUser39,Statement
11-09-40sUser39  me too . too many ,Statement
11-09-40sUser7 how close are you to Indiantown Road?,whQuestion
11-09-40sUser21  very close ,Statement
I'll pick you up tomorrow night!,Emphasis
leave the cat home!,Emphasis
who 11-09-40sUser39??,whQuestion
11-09-40sUser39  ..   are you a high roller ?,ynQuestion
My sister and b in l live there,Statement
man.. refrains from comenting,Statement
whynot!,whQuestion
PART,System
that means no,Statement
lol,Emotion
JOIN,System
11-09-40sUser21  I saw a Fisher cat over that way ,Statement
11-09-40sUser45,Statement
JOIN,System
hiya 11-09-40sUser45,Greet
hate those things ,Statement
n^,Other
Hi 11-09-40sUser45,Greet
hi 11-09-40sUser46,Greet
boing,Statement
hi 11-09-40sUser45,Greet
Hello 11-09-40sUser19.....11-09-40sUser18......11-09-40sUser34 :-),Greet
JOIN,System
Ive seen two fishercats near here tooooooooooo,Statement
lol to 11-09-40sUser19,Emotion
PART,System
11-09-40sUser47,Statement
hi 11-09-40sUser46,Greet
Hey there 11-09-40sUser15.....lol,Greet
hi 11-09-40sUser47,Greet
hey wb 11-09-40sUser47,Greet
what is a fishercat?,whQuestion
11-09-40sUser21  ..   I have seen 3 of them ,Statement
hi 11-09-40sUser19,Greet
I get different nic names but 11-09-40sUser45 is a first....lol,Statement
how long does it take for a bottle of rum to refill itself?????,whQuestion
back,Statement
hi 11-09-40sUser34,Greet
wb 11-09-40sUser30,Greet
Hello 11-09-40sUser30,Greet
dang work getting the way of chat,Statement
thx 11-09-40sUser15,Statement
11-09-40sUser22  they are like  a tazzmaniane ? devil ,Statement
long as it takes to go to the store 11-09-40sUser18,Statement
thanks 11-09-40sUser18 ... hi 11-09-40sUser45,Statement
hah 11-09-40sUser18,Emotion
"fire everyone, 11-09-40sUser30",Statement
fishercat is really a weasel like animal,Statement
chit,Statement
byeeeeeeeeeeeee,Bye
lol 11-09-40sUser22,Emotion
JOIN,System
PART,System
is it  a land animal?,ynQuestion
PART,System
PART,System
.ACTION doin da misty mountain hop arround the room.,System
well it is because I haven't fired them that I have time to chat <grin>,Statement
dont suppose anyone here delivers?,ynQuestion
weasel......possum.....we shoot those here,Statement
lol back,Emotion
JOIN,System
wb 11-09-40sUser2,Greet
haha 11-09-40sUser18,Emotion
11-09-40sUser22  they  were bred special to kill the water rats  on Fishers island,Statement
"I would 11-09-40sUser18, but it would be Sat. evening before I could get there",Statement
shrugs,Statement
Hi (((((((((11-09-40sUser48))))))))) sweetie,Greet
JOIN,System
11-09-40sUser22  they vanished for a long time .. and now they are back .....,Statement
drop something on your foot 11-09-40sUser15?,ynQuestion
Hi 11-09-40sUser49 ,Greet
:) evening guys,Greet
"sighs.. story of my life, 11-09-40sUser22",Statement
JOIN,System
Hi 11-09-40sUser49,Greet
hi 11-09-40sUser49,Greet
((((((((((11-09-40sUser34))))))))))) Hi honey.....how are you?,whQuestion
what can I say ;),whQuestion
lol 11-09-40sUser18,Emotion
"evening 11-09-40sUser7, 11-09-40sUser34 :)",Greet
Hi 11-09-40sUser50 ,Greet
hi 11-09-40sUser50,Greet
hey 11-09-40sUser15 :),Greet
brb.. samn sunset in my eyes,Bye
bright blessings all,Greet
evening 11-09-40sUser18 :),Greet
I learn so much in this room .. it's like national Geographic and Dr Phil all rolled into one,Statement
I'm ok 11-09-40sUser48......thank you and you????,Statement
ok nuff religion lol,Statement
Hi 11-09-40sUser50,Greet
petunias and rosepedals,Statement
evening 11-09-40sUser50 :),Greet
lol 11-09-40sUser30,Emotion
PART,System
"I'm ok, thanks, sweetie  :)",Statement
11-09-40sUser30  and ... Dr. Ruth ,Statement
brb,Bye
LOL 11-09-40sUser30,Emotion
good to hear 11-09-40sUser48 :-) ,Statement
".ACTION is out like a republican congressman, see ya later.",System
Hi 11-09-40sUser48  !,Greet
dr phil on meds maybe,ynQuestion
PART,System
JOIN,System
Hi there 11-09-40sUser7,Greet
ltr 11-09-40sUser8,Bye
Hi 11-09-40sUser51  ,Greet
ok..im back,Accept
11-09-40sUser51,Statement
JOIN,System
:11-09-40sUser52!11-09-40sUser52@11-09-40sUser52 MODE #40sPlus +o 11-09-40sUser52,System
11-09-40sUser52,Statement
wb 11-09-40sUser18,Greet
wb 11-09-40sUser18,Greet
11-09-40sUser52,Statement
:11-09-40sUser52!11-09-40sUser52@11-09-40sUser52 MODE #40sPlus -o 11-09-40sUser52,System
Hi 11-09-40sUser52 ,Greet
hey 11-09-40sUser19,Greet
Hi ho 11-09-40sUser52,Greet
PART,System
hi 11-09-40sUser7,Greet
see ya 11-09-40sUser8,Bye
hi 11-09-40sUser7,Greet
bye 11-09-40sUser8,Bye
Hi 11-09-40sUser51,Greet
"hey 11-09-40sUser51, evening 11-09-40sUser27 :)",Greet
hey 11-09-40sUser48,Greet
hows the camel,whQuestion
"hi 11-09-40sUser51 ,, 11-09-40sUser52 hi",Greet
11-09-40sUser52 11-09-40sUser52,Statement
evening 11-09-40sUser52 :),Greet
wb 11-09-40sUser47,Greet
PART,System
"ty 11-09-40sUser34, 11-09-40sUser48.. evening senor 11-09-40sUser52",Greet
hey 11-09-40sUser15,Greet
hi 11-09-40sUser52,Greet
lil 11-09-40sUser19 ,Statement
hi everone,Greet
hey 11-09-40sUser47,Greet
hiya 11-09-40sUser34,Greet
hi 11-09-40sUser52,Greet
PART,System
hi 11-09-40sUser22,Greet
hi 11-09-40sUser47,Greet
11-09-40sUser18 hiya,Greet
he must be stick and tired ;),Emotion
hi 11-09-40sUser49 how are you?,Greet
hiya 11-09-40sUser49,Greet
"Not so many O's, 11-09-40sUser34.....looks like an open mouth and that scares me with 11-09-40sUser52 around",Statement
"doin good, 11-09-40sUser47 ... how are you dear?",whQuestion
"sounds kinky, 11-09-40sUser49",Statement
rofl 11-09-40sUser48!!!!,Emotion
PART,System
;) 11-09-40sUser18!!!,Emotion
lol 11-09-40sUser48,Emotion
giggles,Emotion
"Oh, sorry, 11-09-40sUser52...didn't see ya",Statement
doing great here 11-09-40sUser49,Emotion
lol,Emotion
lol,Emotion
oh man its chilly today...,Statement
:) super,Statement
hows things holdin up 11-09-40sUser52?,whQuestion
was bout 80 here 11-09-40sUser52,Statement
"lol 11-09-40sUser19 nothing holds ""up"" here...",Statement
"I can see that, 11-09-40sUser52....and I won't tell ya how I can tell",Statement
chilly?  its one of our loveliest days in ages here in MD,Statement
PART,System
only 60 here 11-09-40sUser18.. i had to put a shirt on,Statement
lmao 11-09-40sUser48,Emotion
well i didn't cut that string for ya for nothin,Statement
PART,System
giggling,Emotion
:),Emotion
correction... its 59 now...,Statement
well 11-09-40sUser52.. the case of u having to do something is still in the courst.. should is the ooperative word,Statement
dang .... we appreciate 60 degrees here in MD 11-09-40sUser52 ;),Statement
what part of MD 11-09-40sUser49?,whQuestion
"sposstah tug on it, lol",Statement
rofl 11-09-40sUser49,Emotion
"Eastern Shore, 11-09-40sUser47",Statement
at least you didn't say 69,Statement
like u 11-09-40sUser48?,ynQuestion
I grew up in OC 11-09-40sUser49,Statement
hahaha 11-09-40sUser18,Emotion
PART,System
11-09-40sUser49.. i lived near aberdeen and edgewood for a year,Statement
caught me,Statement
giggles,Emotion
lol 11-09-40sUser48,Emotion
"holycow .... nice place to be from, 11-09-40sUser47 :O",Statement
wishes he had something to tug on...,Statement
<---went to Edgewood Hi School,Statement
endless summer nights,Statement
lol 11-09-40sUser52,Emotion
JOIN,System
all of hub's family love it there .... I like it a little further from the beach myself ;),Statement
PART,System
.ACTION watches Laguna Beach .,System
Aberdeen MD and Edgewood MD????,ynQuestion
it really was awesome when I was growing up. Too crowded now,Statement
likes living at least 300 ft above sea level,Statement
yes 11-09-40sUser49,yAnswer
wow!!!  didn't realize that,Emphasis
11-09-40sUser47  the houses there are unreal,Statement
footprints in the sand,Statement
well.. i was in the army... stationed there... LOL,Statement
JOIN,System
has no clue what the elevation is here,Emotion
we like MD .... its progressive without being too maniacal,Statement
"They let YOU in the army, 11-09-40sUser52?",ynQuestion
lol,Emotion
waves slowly rolling up the beach,Statement
you mean the price of homes 11-09-40sUser7?,ynQuestion
"ahh, that splains it 11-09-40sUser52",Statement
don't ask don't tell,Statement
lol 11-09-40sUser53.. not only did they let me.. they commanded me.. i had no choice...,yAnswer
Hi 11-09-40sUser53,Greet
lol,Emotion
lmao 11-09-40sUser49,Emotion
hahaah11-09-40sUser48,Emotion
hi 11-09-40sUser34,Greet
